Row	NEG_01_NEG	NEG_02_NEG	NEG_03_NEG	NEG_04_NEG	NEG_05_NEG	NEG_06_NEG	NEG_07_NEG	NEG_01_POS	NEG_02_POS	NEG_03_POS	NEG_04_POS	NEG_05_POS	NEG_06_POS	NEG_07_POS	NEG_01_HBD	NEG_02_HBD	NEG_03_HBD	NEG_04_HBD	NEG_05_HBD	NEG_06_HBD	NEG_07_HBD	NEG_01_HBA	NEG_02_HBA	NEG_03_HBA	NEG_04_HBA	NEG_05_HBA	NEG_06_HBA	NEG_07_HBA	NEG_01_ARC	NEG_02_ARC	NEG_03_ARC	NEG_04_ARC	NEG_05_ARC	NEG_06_ARC	NEG_07_ARC	NEG_01_HYP	NEG_02_HYP	NEG_03_HYP	NEG_04_HYP	NEG_05_HYP	NEG_06_HYP	NEG_07_HYP	POS_01_POS	POS_02_POS	POS_03_POS	POS_04_POS	POS_05_POS	POS_06_POS	POS_07_POS	POS_01_HBD	POS_02_HBD	POS_03_HBD	POS_04_HBD	POS_05_HBD	POS_06_HBD	POS_07_HBD	POS_01_HBA	POS_02_HBA	POS_03_HBA	POS_04_HBA	POS_05_HBA	POS_06_HBA	POS_07_HBA	POS_01_ARC	POS_02_ARC	POS_03_ARC	POS_04_ARC	POS_05_ARC	POS_06_ARC	POS_07_ARC	POS_01_HYP	POS_02_HYP	POS_03_HYP	POS_04_HYP	POS_05_HYP	POS_06_HYP	POS_07_HYP	HBD_01_HBD	HBD_02_HBD	HBD_03_HBD	HBD_04_HBD	HBD_05_HBD	HBD_06_HBD	HBD_07_HBD	HBD_01_HBA	HBD_02_HBA	HBD_03_HBA	HBD_04_HBA	HBD_05_HBA	HBD_06_HBA	HBD_07_HBA	HBD_01_ARC	HBD_02_ARC	HBD_03_ARC	HBD_04_ARC	HBD_05_ARC	HBD_06_ARC	HBD_07_ARC	HBD_01_HYP	HBD_02_HYP	HBD_03_HYP	HBD_04_HYP	HBD_05_HYP	HBD_06_HYP	HBD_07_HYP	HBA_01_HBA	HBA_02_HBA	HBA_03_HBA	HBA_04_HBA	HBA_05_HBA	HBA_06_HBA	HBA_07_HBA	HBA_01_ARC	HBA_02_ARC	HBA_03_ARC	HBA_04_ARC	HBA_05_ARC	HBA_06_ARC	HBA_07_ARC	HBA_01_HYP	HBA_02_HYP	HBA_03_HYP	HBA_04_HYP	HBA_05_HYP	HBA_06_HYP	HBA_07_HYP	ARC_01_ARC	ARC_02_ARC	ARC_03_ARC	ARC_04_ARC	ARC_05_ARC	ARC_06_ARC	ARC_07_ARC	ARC_01_HYP	ARC_02_HYP	ARC_03_HYP	ARC_04_HYP	ARC_05_HYP	ARC_06_HYP	ARC_07_HYP	HYP_01_HYP	HYP_02_HYP	HYP_03_HYP	HYP_04_HYP	HYP_05_HYP	HYP_06_HYP	HYP_07_HYP	WBN_GC_L_0.25	WBN_GC_H_0.25	WBN_GC_L_0.50	WBN_GC_H_0.50	WBN_GC_L_0.75	WBN_GC_H_0.75	WBN_GC_L_1.00	WBN_GC_H_1.00	WBN_EN_L_0.25	WBN_EN_H_0.25	WBN_EN_L_0.50	WBN_EN_H_0.50	WBN_EN_L_0.75	WBN_EN_H_0.75	WBN_EN_L_1.00	WBN_EN_H_1.00	WBN_LP_L_0.25	WBN_LP_H_0.25	WBN_LP_L_0.50	WBN_LP_H_0.50	WBN_LP_L_0.75	WBN_LP_H_0.75	WBN_LP_L_1.00	WBN_LP_H_1.00	XLogP	PSA	NumRot	NumHBA	NumHBD	MW	BBB	BadGroup
9651223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.21788	2.17664	-2.34687	2.29795	-2.54605	2.93577	-3.1441	3.73538	-0.780872	1.32243	-1.5753	1.98393	-2.37437	2.7593	-3.17566	3.57631	-0.845436	1.05687	-1.5312	1.87501	-2.28873	2.70989	-3.08293	3.55054	2.492	88.16	4	5	1	288.328	0	1
9647608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.1929	2.05407	-2.48571	2.67608	-3.01262	3.44516	-3.72011	4.28471	-0.837566	1.34303	-1.71002	2.14337	-2.59634	3.036	-3.48893	3.95164	-0.905492	1.16747	-1.70279	2.07993	-2.57886	3.00519	-3.46924	3.93493	3.132	123.99	6	7	2	351.318	0	1
9646169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.38233	2.09339	-2.50743	2.5109	-2.74966	3.14465	-3.23238	3.91821	-0.781731	1.30142	-1.58046	1.97651	-2.38519	2.79567	-3.19276	3.64655	-0.836519	1.11618	-1.53876	1.95333	-2.3082	2.81058	-3.09997	3.67422	4.42	125.46	8	7	2	430.869	0	1
9642030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.7066	1.61249	-2.14841	2.10664	-2.75459	2.87852	-3.45227	3.7602	-0.779711	1.36153	-1.58704	2.16604	-2.4029	3.04465	-3.22238	3.94319	-0.827795	1.30884	-1.49348	2.15549	-2.22859	3.05526	-3.03762	3.96493	4.78	59.28	4	3	1	292.342	1	1
9641704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-2.41645	1.6128	-2.53979	2.1113	-2.78649	2.84105	-3.24567	3.65364	-0.781095	1.32711	-1.56906	2.00582	-2.36033	2.79064	-3.15345	3.61282	-0.846214	1.11488	-1.53815	1.94053	-2.29767	2.7806	-3.07451	3.62688	4.842	72.81	9	5	1	389.455	0	1
9624472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.38236	2.09533	-2.55363	2.54371	-2.93323	3.19617	-3.41284	3.96409	-0.781731	1.30358	-1.58045	1.99929	-2.38519	2.81878	-3.19275	3.66731	-0.830827	1.1185	-1.5297	1.95898	-2.30372	2.81813	-3.0974	3.68293	4.855	110.36	8	7	2	414.801	0	1
9618014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.54272	1.74264	-2.08016	2.28267	-2.67773	2.98631	-3.30401	3.75626	-0.724723	1.43224	-1.48553	2.15973	-2.25878	2.9583	-3.0376	3.78163	-0.838755	1.04236	-1.51808	1.85574	-2.2629	2.69234	-3.033	3.53574	2.026	72.17	4	3	1	277.715	0	1
9603261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.43171	1.62625	-1.86684	2.13466	-2.60005	2.84871	-3.47048	3.68781	-0.86891	1.31819	-1.73933	1.98576	-2.61036	2.80483	-3.4817	3.67935	-0.857265	1.20925	-1.56819	2.10744	-2.33701	3.0074	-3.18005	3.90816	4.227	54.35	4	3	1	289.338	1	1
9602691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.43232	1.61233	-1.74452	2.09693	-2.36676	2.77129	-3.137	3.53544	-0.783022	1.3155	-1.57173	1.94205	-2.36324	2.6767	-3.15634	3.46719	-0.827533	1.12995	-1.49205	1.95109	-2.22567	2.77781	-2.99293	3.60706	4.607	41.46	5	3	1	264.328	1	1
9593567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.24502	1.86083	-2.37113	2.28962	-2.62726	2.92036	-3.15496	3.65963	-0.784061	1.31864	-1.57739	1.95806	-2.37479	2.70127	-3.17429	3.49219	-0.872994	1.11882	-1.5446	1.93557	-2.23465	2.75838	-2.9993	3.584	1.498	106.09	11	8	2	321.333	0	1
9591508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.38645	2.02254	-2.52702	2.5407	-2.79451	3.1568	-3.25702	3.84403	-0.778139	1.32695	-1.5699	2.00007	-2.36625	2.76223	-3.16472	3.56148	-0.903724	1.05905	-1.61434	1.8676	-2.34064	2.69204	-3.08707	3.52246	1.383	101.91	9	7	2	342.355	0	2
9591364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.31585	1.81576	-2.5659	2.32753	-2.94719	2.99266	-3.42541	3.73203	-0.779303	1.32693	-1.56938	2.004	-2.36287	2.77765	-3.15788	3.58336	-0.850378	1.10492	-1.52315	1.91	-2.24492	2.73251	-3.00702	3.56133	3.689	83.7	7	5	2	333.775	0	1
9590713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5667	1.51002	-1.88781	2.09833	-2.43454	2.89649	-3.1646	3.72911	-0.7855	1.32221	-1.5794	1.98456	-2.37656	2.77792	-3.17529	3.61706	-0.92173	1.12681	-1.60042	1.95859	-2.30554	2.80557	-3.02042	3.66005	2.748	75.6	6	5	1	334.375	0	1
9587550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.36737	2.54241	-1.79212	3.06049	-2.5587	3.68707	-3.42621	4.37315	-0.869584	1.33491	-1.74144	2.01443	-2.61424	2.82829	-3.48751	3.70129	-0.84199	1.20623	-1.53288	2.10376	-2.35843	3.00455	-3.22056	3.90684	3.665	65.21	4	4	2	292.318	1	1
9587030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1.37054	2.53455	-1.79879	3.04974	-2.39859	3.67065	-3.08296	4.3452	-0.720152	1.33275	-1.47859	1.98399	-2.25032	2.72293	-3.02798	3.49893	-0.83903	1.02307	-1.50947	1.80659	-2.26195	2.60455	-3.03452	3.40765	3.379	65.21	5	4	2	262.333	1	1
9585835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.15809	1.54913	-1.65882	2.06252	-2.28481	2.81893	-3.04297	3.63854	-0.778287	2.33463	-1.57153	2.46515	-2.3706	3.05289	-3.17263	3.86726	-1.16246	1.14602	-1.51832	1.97471	-2.13692	2.81115	-2.93062	3.65094	3.558	81.12	4	3	2	282.71	0	1
9585600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5667	1.61334	-1.88771	2.13781	-2.43454	2.92282	-3.1646	3.75985	-0.7855	1.32352	-1.5794	1.99769	-2.37656	2.80055	-3.17529	3.64565	-0.92171	1.14282	-1.60063	1.97813	-2.30881	2.83061	-3.03848	3.69065	3.389	75.6	4	5	1	340.766	0	1
9579633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.31584	1.81569	-2.56588	2.32569	-2.94716	2.98562	-3.42576	3.71606	-0.634799	1.32817	-1.30117	2.02319	-1.99562	2.80918	-2.70717	3.62002	-0.839645	1.28248	-1.50894	2.03674	-2.21277	2.84025	-2.92889	3.65627	2.868	59.53	4	3	1	217.228	1	1
9566968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.5667	1.65142	-1.88776	2.24593	-2.43454	3.0131	-3.1646	3.83494	-0.7855	1.32375	-1.5794	1.99967	-2.37656	2.80379	-3.17529	3.64966	-0.921718	1.11937	-1.6013	1.95541	-2.32119	2.8089	-3.09181	3.67024	2.79	95.83	4	6	2	322.32	0	1
9564917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.39871	1.62508	-2.58884	2.16279	-2.97672	2.92014	-3.46004	3.74042	-0.777629	1.32405	-1.57051	2.00577	-2.36943	2.80194	-3.17134	3.63464	-0.842586	1.09319	-1.55679	1.92793	-2.32928	2.77755	-3.11992	3.63238	4.341	92.93	8	6	2	363.373	0	1
9563247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.35106	1.60277	-2.61602	2.06736	-3.02595	2.79485	-3.55095	3.62184	-0.794022	1.32237	-1.5957	1.99481	-2.39998	2.7907	-3.20548	3.62619	-0.850912	1.1526	-1.4891	1.99957	-2.14985	2.85656	-2.93744	3.7166	4.38	57.84	6	4	1	345.83	1	1
9553371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.24108	2.22468	-2.36678	2.54773	-2.65908	3.02833	-3.50546	3.76501	-0.838715	1.32474	-1.69968	2.03678	-2.56833	2.89031	-3.44039	3.77679	-0.864869	1.16221	-1.62304	2.05015	-2.4703	2.9481	-3.33508	3.84982	4.596	92.68	8	6	2	390.871	0	3
9550600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4329	1.61673	-1.86681	2.12404	-2.51185	2.81412	-3.23644	3.57847	-0.726639	1.27498	-1.49496	1.943	-2.27677	2.72023	-3.06428	3.52479	-0.857192	1.0187	-1.56744	1.80261	-2.33317	2.60926	-3.11444	3.42451	0.909	66.38	4	4	2	228.255	0	1
9550196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-2.39834	1.47465	-2.52588	2.10692	-2.78697	3.0043	-3.55208	3.93167	-0.845314	1.25796	-1.71583	2.07982	-2.59473	2.9949	-3.47727	3.92725	-0.883939	1.16094	-1.67558	2.08076	-2.5355	3.01487	-3.4112	3.95387	3.322	70.67	6	3	0	328.437	0	0
9549402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.40006	1.50239	-2.52857	1.99643	-2.76983	2.75504	-3.22763	3.57592	-0.773162	1.58186	-1.55436	2.33985	-2.33858	3.13008	-3.1243	3.93843	-1.1187	0.911955	-1.74437	1.7307	-2.43097	2.565	-3.17862	3.40698	-0.776	95.88	7	8	1	406.49	0	0
9549094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.1666	1.91509	-2.31056	2.41301	-2.62907	3.12048	-3.18078	3.89987	-0.783625	1.27636	-1.5731	1.96059	-2.36543	2.7576	-3.15942	3.5825	-0.88128	1.11396	-1.65141	1.92355	-2.44596	2.74369	-3.24584	3.57125	2.851	84.5	4	6	2	300.314	0	1
9171574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.39867	1.51162	-2.52674	2.05163	-2.77758	2.87351	-3.44564	3.75686	-0.867823	1.21596	-1.7385	1.89784	-2.61017	2.76528	-3.4823	3.66111	-0.834092	1.19508	-1.52762	2.09201	-2.36439	2.99328	-3.22905	3.89623	4.575	41.57	7	4	1	374.484	1	0
