Row	NEG_01_NEG	NEG_02_NEG	NEG_03_NEG	NEG_04_NEG	NEG_05_NEG	NEG_06_NEG	NEG_07_NEG	NEG_01_POS	NEG_02_POS	NEG_03_POS	NEG_04_POS	NEG_05_POS	NEG_06_POS	NEG_07_POS	NEG_01_HBD	NEG_02_HBD	NEG_03_HBD	NEG_04_HBD	NEG_05_HBD	NEG_06_HBD	NEG_07_HBD	NEG_01_HBA	NEG_02_HBA	NEG_03_HBA	NEG_04_HBA	NEG_05_HBA	NEG_06_HBA	NEG_07_HBA	NEG_01_ARC	NEG_02_ARC	NEG_03_ARC	NEG_04_ARC	NEG_05_ARC	NEG_06_ARC	NEG_07_ARC	NEG_01_HYP	NEG_02_HYP	NEG_03_HYP	NEG_04_HYP	NEG_05_HYP	NEG_06_HYP	NEG_07_HYP	POS_01_POS	POS_02_POS	POS_03_POS	POS_04_POS	POS_05_POS	POS_06_POS	POS_07_POS	POS_01_HBD	POS_02_HBD	POS_03_HBD	POS_04_HBD	POS_05_HBD	POS_06_HBD	POS_07_HBD	POS_01_HBA	POS_02_HBA	POS_03_HBA	POS_04_HBA	POS_05_HBA	POS_06_HBA	POS_07_HBA	POS_01_ARC	POS_02_ARC	POS_03_ARC	POS_04_ARC	POS_05_ARC	POS_06_ARC	POS_07_ARC	POS_01_HYP	POS_02_HYP	POS_03_HYP	POS_04_HYP	POS_05_HYP	POS_06_HYP	POS_07_HYP	HBD_01_HBD	HBD_02_HBD	HBD_03_HBD	HBD_04_HBD	HBD_05_HBD	HBD_06_HBD	HBD_07_HBD	HBD_01_HBA	HBD_02_HBA	HBD_03_HBA	HBD_04_HBA	HBD_05_HBA	HBD_06_HBA	HBD_07_HBA	HBD_01_ARC	HBD_02_ARC	HBD_03_ARC	HBD_04_ARC	HBD_05_ARC	HBD_06_ARC	HBD_07_ARC	HBD_01_HYP	HBD_02_HYP	HBD_03_HYP	HBD_04_HYP	HBD_05_HYP	HBD_06_HYP	HBD_07_HYP	HBA_01_HBA	HBA_02_HBA	HBA_03_HBA	HBA_04_HBA	HBA_05_HBA	HBA_06_HBA	HBA_07_HBA	HBA_01_ARC	HBA_02_ARC	HBA_03_ARC	HBA_04_ARC	HBA_05_ARC	HBA_06_ARC	HBA_07_ARC	HBA_01_HYP	HBA_02_HYP	HBA_03_HYP	HBA_04_HYP	HBA_05_HYP	HBA_06_HYP	HBA_07_HYP	ARC_01_ARC	ARC_02_ARC	ARC_03_ARC	ARC_04_ARC	ARC_05_ARC	ARC_06_ARC	ARC_07_ARC	ARC_01_HYP	ARC_02_HYP	ARC_03_HYP	ARC_04_HYP	ARC_05_HYP	ARC_06_HYP	ARC_07_HYP	HYP_01_HYP	HYP_02_HYP	HYP_03_HYP	HYP_04_HYP	HYP_05_HYP	HYP_06_HYP	HYP_07_HYP	WBN_GC_L_0.25	WBN_GC_H_0.25	WBN_GC_L_0.50	WBN_GC_H_0.50	WBN_GC_L_0.75	WBN_GC_H_0.75	WBN_GC_L_1.00	WBN_GC_H_1.00	WBN_EN_L_0.25	WBN_EN_H_0.25	WBN_EN_L_0.50	WBN_EN_H_0.50	WBN_EN_L_0.75	WBN_EN_H_0.75	WBN_EN_L_1.00	WBN_EN_H_1.00	WBN_LP_L_0.25	WBN_LP_H_0.25	WBN_LP_L_0.50	WBN_LP_H_0.50	WBN_LP_L_0.75	WBN_LP_H_0.75	WBN_LP_L_1.00	WBN_LP_H_1.00	XLogP	PSA	NumRot	NumHBA	NumHBD	MW	BBB	BadGroup
54693835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1.48824	1.65707	-1.85489	2.35817	-2.44493	3.12194	-3.16687	3.91102	-0.783327	1.28048	-1.56872	2.00346	-2.35516	2.79926	-3.14243	3.61808	-0.895523	1.10426	-1.66817	1.9055	-2.45951	2.7178	-3.25464	3.5382	1.802	72.88	4	6	2	373.478	0	2
54691801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.57099	1.6605	-2.09948	2.38247	-2.81625	3.21406	-3.61675	4.08643	-0.80618	1.34292	-1.65284	2.15737	-2.52128	3.04657	-3.39905	3.95669	-0.961251	1.13759	-1.78096	2.01494	-2.64825	2.92256	-3.52742	3.84078	4.474	59.3	3	3	1	319.36	1	0
54688734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	-1.5697	1.62375	-2.10566	2.33527	-2.82525	3.16317	-3.62642	4.03241	-0.78358	1.34316	-1.63079	2.1565	-2.49956	3.04208	-3.37687	3.94741	-0.96124	1.0881	-1.78003	1.96966	-2.64641	2.8775	-3.52454	3.79277	3.206	55.12	3	2	1	292.338	1	0
54684403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-2.37339	2.02446	-2.49402	2.68615	-2.99865	3.50016	-3.69347	4.37031	-0.843456	1.32558	-1.72455	2.14085	-2.61933	3.04085	-3.5201	3.96309	-0.900117	1.13891	-1.74789	2.04955	-2.63882	2.97851	-3.53977	3.91311	4.517	76.74	5	4	1	324.332	0	0
54680362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.63019	1.76228	-2.143	2.52018	-2.86015	3.37092	-3.6758	4.26295	-0.844547	1.34838	-1.73048	2.18238	-2.63195	3.09434	-3.54021	4.02723	-1.07697	1.1365	-1.83554	2.04858	-2.71765	2.98366	-3.62062	3.92621	1.476	84.22	5	4	2	321.336	0	1
54679599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.46323	1.8288	-1.89311	2.57411	-2.62503	3.41841	-3.46014	4.30428	-0.842881	2.33462	-1.72356	2.46275	-2.61811	3.0601	-3.51876	3.97906	-0.925415	1.15016	-1.765	2.05483	-2.6537	2.98212	-3.5536	3.91638	4.026	94.55	4	5	2	325.299	0	1
25237133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.34161	1.6137	-2.61275	2.34736	-3.07553	3.23634	-3.74085	4.14708	-0.853079	1.32366	-1.74499	2.0951	-2.64778	3.00095	-3.55488	3.92819	-0.889115	1.15931	-1.73607	2.07017	-2.63025	3.00119	-3.53477	3.93745	4.515	71.67	4	4	1	326.739	0	1
25161472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.46772	1.30716	-1.61786	2.0023	-2.36674	2.77943	-3.1456	3.57926	-0.77929	1.05782	-1.56731	1.72786	-2.35974	2.53278	-3.15353	3.35131	-0.765164	0.929291	-1.5421	1.73025	-2.33345	2.55143	-3.12719	3.37503	2.755	32.26	4	2	2	261.752	1	0
25161470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.46772	1.30755	-1.61771	2.00552	-2.23551	2.78685	-3.00382	3.59089	-0.777741	2.33456	-1.56698	2.46036	-2.35944	2.78309	-3.15323	3.43168	-0.765187	0.928908	-1.54211	1.72955	-2.33346	2.55078	-3.1272	3.37441	2.479	32.26	4	2	2	265.715	1	0
24982811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.96997	1.22037	-2.17149	1.80657	-2.53344	2.58873	-3.151	3.39762	-0.776247	1.30234	-1.56269	1.91747	-2.35282	2.64852	-3.14472	3.43152	-0.796429	1.13315	-1.41222	1.94051	-2.10245	2.75569	-2.89375	3.57331	3.142	38.66	4	3	0	251.713	1	1
24980259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.41301	1.79331	-2.53412	2.25005	-2.76556	2.81602	-3.22385	3.47587	-0.777757	1.23078	-1.55984	1.84685	-2.34334	2.54994	-3.12748	3.3168	-0.855659	1.06333	-1.49949	1.85176	-2.17824	2.65129	-2.95155	3.45489	4.615	64.63	10	5	1	361.482	1	1
24819687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.43383	1.71706	-1.78631	2.26444	-2.42125	3.0127	-3.1623	3.82624	-0.771753	2.33461	-1.55431	2.4616	-2.34237	2.86292	-3.14905	3.67031	-0.885928	1.13369	-1.61598	1.95474	-2.40032	2.79431	-3.20344	3.64132	3.694	71.09	5	4	2	362.575	0	2
24793314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-2.24536	2.18551	-2.37091	2.59847	-2.62027	3.23943	-3.066	3.99636	-0.772242	1.2846	-1.55191	1.99166	-2.3372	2.78589	-3.12642	3.61067	-0.974561	1.13933	-1.66333	1.95385	-2.42838	2.78317	-3.20912	3.62037	5.439	53.93	8	5	1	423.944	1	0
24790850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.51861	1.42081	-1.89487	1.94291	-2.4091	2.68745	-3.03784	3.49242	-0.767583	2.33466	-1.5414	2.46324	-2.31839	2.88671	-3.09722	3.67508	-0.859392	1.10989	-1.52048	1.91765	-2.20119	2.73794	-2.90281	3.56552	2.119	78.09	7	4	1	372.444	0	0
24325396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.25302	1.76608	-2.37446	2.18824	-2.83587	2.80515	-3.66935	3.62398	-0.776878	1.50855	-1.57222	2.33019	-2.38508	3.18206	-3.21265	4.04775	-1.07611	1.13178	-1.89969	1.96466	-2.74134	2.8161	-3.59138	3.68061	4.291	94.12	8	4	0	364.488	0	1
23724444	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.64288	1.26571	-2.07167	1.96723	-2.6499	2.80096	-3.3118	3.65326	-0.778763	2.33462	-1.56995	2.46252	-2.36728	2.97907	-3.16817	3.80978	-0.856146	1.43535	-1.55158	2.02795	-2.33272	2.81054	-3.13165	3.65717	3.121	44.7	5	6	1	326.331	1	2
23724371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.39166	1.9193	-2.5178	2.41785	-2.75083	3.13316	-3.23547	3.93247	-0.785433	1.2331	-1.5911	1.94889	-2.40516	2.77266	-3.22322	3.62205	-0.874417	1.08858	-1.63909	1.9085	-2.43887	2.75593	-3.24972	3.61259	3.796	64.63	3	5	1	329.739	1	0
23724288	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.39186	1.75537	-2.51359	2.17364	-2.7507	2.736	-3.21465	3.44887	-0.769934	1.21274	-1.54624	1.81139	-2.32461	2.53936	-3.10388	3.33369	-0.841862	0.914572	-1.49145	1.72264	-2.26647	2.53631	-3.04569	3.35145	2.44	38.77	8	4	0	353.462	1	1
23724220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.43908	1.57449	-1.75342	2.14304	-2.27648	2.91205	-2.90997	3.71463	-0.63712	1.52286	-1.3113	2.20875	-2.01209	2.96444	-2.72594	3.76204	-0.863982	1.43393	-1.54561	2.00354	-2.25696	2.71899	-2.97775	3.50765	2.305	109.13	4	6	1	255.28	0	2
23724070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.61893	2.20545	-1.91287	2.52593	-2.4287	3.02788	-3.1144	3.67674	-0.770557	2.40124	-1.54931	2.67101	-2.33146	3.07563	-3.11541	3.62341	-0.832341	1.08302	-1.46971	1.86665	-2.19254	2.66927	-2.96757	3.47688	4.272	52.09	7	4	0	415.525	1	0
23724013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.80729	1.05301	-2.24587	1.85741	-2.8481	2.74558	-3.54562	3.64195	-0.812583	1.25061	-1.63252	2.02374	-2.45593	2.89649	-3.2812	3.79107	-0.661523	1.31209	-1.36989	2.16948	-2.19103	3.06743	-3.01684	3.97235	4.194	31.64	7	3	1	369.553	1	0
23724011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.41631	1.30614	-2.53831	2.00464	-2.76846	2.78677	-3.18643	3.59095	-0.777738	1.10051	-1.56703	1.74732	-2.35956	2.54702	-3.15345	3.36325	-0.677006	1.10183	-1.41937	1.90064	-2.19829	2.71552	-2.9861	3.53503	4.075	52.93	7	4	2	375.896	1	0
23723151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.54495	1.60284	-1.87058	2.09289	-2.42339	2.79555	-3.15634	3.59162	-0.780712	1.26885	-1.57377	1.90243	-2.37119	2.67658	-3.17066	3.49398	-0.827889	1.15702	-1.52129	1.96394	-2.27658	2.79228	-3.05305	3.62626	4.505	58.2	6	4	2	359.223	1	2
23723032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.18184	1.6373	-2.43018	2.21238	-2.81857	2.93835	-3.31102	3.74731	-0.777368	1.52229	-1.56889	2.21932	-2.36751	3.01096	-3.17026	3.83723	-0.971045	1.43438	-1.49917	2.06055	-2.22836	2.87029	-3.03198	3.71883	5.559	77.58	5	5	0	364.361	0	1
23670524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	-1.82229	1.99353	-1.98278	2.40169	-2.43027	2.94826	-3.06574	3.59987	-0.721533	1.22906	-1.44697	1.92586	-2.17517	2.71284	-2.90561	3.52278	-0.874123	1.0351	-1.56518	1.75311	-2.28627	2.55663	-3.01597	3.37685	5.264	75.63	8	5	2	465.634	0	0
23662847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.50662	2.30152	-2.07871	2.64095	-2.72819	3.17654	-3.42549	3.88218	-0.775508	2.40124	-1.56567	2.6746	-2.36251	3.14452	-3.16291	3.89668	-0.866079	0.929014	-1.6072	1.79013	-2.40491	2.66316	-3.20864	3.53926	2.186	52.9	3	4	1	310.275	1	0
22581361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.47031	1.45764	-2.02623	1.99959	-2.83612	2.80378	-3.66986	3.66968	-0.776879	1.50918	-1.57222	2.33301	-2.38509	3.18886	-3.21266	4.05994	-1.07612	1.12054	-1.89972	1.95995	-2.7414	2.82575	-3.59146	3.70458	2.398	125.64	7	4	1	387.486	0	0
